Date,Player,MatchId,Map,Category,Playlist,Input,Queue,Csr,Mmr,Outcome,Accuracy,DamageDone,DamageTaken,ShotsFired,ShotsLanded,ShotsMissed,KD,KDA,Kills,Deaths,Assists,Betrayals,Suicides,ExpectedKills,ExpectedDeaths,Score,Perfects,Medals,LengthSeconds
"2023-11-10 04:39:31",eArL694412,8a8d4e28-583c-4777-962f-8a7433dcc3d9,Streets,Extraction,"Ranked Arena",CrossPlay,Open,957,,Win,57.52,6190,3552,226,130,96,2.40,17.66,24,10,11,0,0,14,13,3935,0,12,577
"2023-11-10 04:50:42",eArL694412,d2728886-a332-43fc-af60-09172fbd896d,Solitude,Slayer,"Ranked Arena",CrossPlay,Open,967,,Loss,54.42,5707,3786,226,123,103,1.27,5.66,14,11,8,0,0,12,12,1800,0,5,549
"2023-11-12 02:00:58",eArL694412,1c1eddb0-c09d-4615-8995-b5daeed22317,Streets,Slayer,"Ranked Arena",CrossPlay,Open,960,,Left,66.67,140,231,6,4,2,0.00,-1.00,0,1,0,0,0,0,3,0,0,0,304
"2023-11-12 02:04:06",eArL694412,a20bfe58-4c44-4d86-a004-3450dfd48d27,"Live Fire","King of the Hill","Ranked Arena",CrossPlay,Open,955,,Win,53.63,4380,4291,179,96,83,0.87,-1.00,13,15,3,0,0,16,14,1950,0,4,565
"2023-11-12 02:14:21",eArL694412,8b5c7461-828e-4136-a591-8e80e9b35790,Streets,Oddball,"Ranked Arena",CrossPlay,Open,964,,Win,50.85,9450,7263,413,210,203,1.53,18.00,29,19,24,0,0,25,25,4805,0,11,1033
"2023-11-13 01:16:17",eArL694412,cb531dc1-229e-403a-8ac0-ff342ca7d026,Solitude,Strongholds,"Ranked Arena",CrossPlay,Open,973,,Loss,54.72,6770,6114,307,168,139,0.94,4.66,15,16,17,0,0,19,19,2950,0,5,828
"2023-11-13 01:31:24",eArL694412,a2901620-e457-4fd3-b11d-cd10e318c6d4,Streets,Extraction,"Ranked Arena",CrossPlay,Open,965,,Left,66.67,364,511,15,10,5,0.00,-1.66,0,2,1,0,0,0,3,50,0,0,271
"2023-11-13 01:33:56",eArL694412,c612a712-51b5-4632-a7a2-c7c6cd0610fe,Streets,Slayer,"Ranked Arena",CrossPlay,Open,960,,Win,55.83,5871,3233,240,134,106,1.75,9.66,14,8,11,0,0,12,12,1990,0,7,526
"2023-11-13 02:29:59",eArL694412,d7f82d46-dfac-46e0-be2c-5a56fbdcf4da,Argyle,"CTF 3 Captures","Ranked Arena",CrossPlay,Open,969,,Loss,58.74,3961,2309,143,84,59,1.43,3.33,10,7,1,1,0,8,9,950,0,5,427
"2023-11-13 02:38:25",eArL694412,0d7e7407-432d-4c3d-b52e-45bed4162e0b,Aquarius,"CTF 5 Captures","Ranked Arena",CrossPlay,Open,962,,Loss,56.56,7522,4726,320,181,139,2.08,14.66,25,12,5,0,0,16,17,2835,0,9,754
"2023-11-16 03:35:56",eArL694412,f7c405ce-3b99-4768-b714-e1629c90da4c,Argyle,"CTF 3 Captures","Ranked Arena",CrossPlay,Open,956,,Loss,42.25,4563,4583,258,109,149,0.80,-1.66,12,15,4,0,0,15,16,1475,0,4,762
"2023-11-16 03:53:05",eArL694412,9d538c3b-3cc6-427a-afd2-53d6f3e325d5,Empyrean,"CTF 3 Captures","Ranked Arena",CrossPlay,Open,949,,Loss,44.34,6258,5207,327,145,182,2.17,16.66,26,12,8,0,0,16,16,3070,0,9,772
"2023-11-16 04:07:58",eArL694412,57a82c77-e3dd-4fc4-b478-bbec9f9f9c84,Recharge,Extraction,"Ranked Arena",CrossPlay,Open,943,,Win,45.98,5275,4589,261,120,141,1.46,9.33,19,13,10,0,0,16,14,3285,0,9,647
"2023-11-16 04:21:03",eArL694412,746329b6-385a-4317-946f-2cc796d22211,Solitude,Slayer,"Ranked Arena",CrossPlay,Open,953,,Loss,54.3,3606,3575,151,82,69,0.75,-2.00,9,12,3,0,0,10,11,1060,0,3,477
"2023-11-16 04:31:19",eArL694412,c1b3864a-334f-4bfa-8949-1db24259cdca,Recharge,"King of the Hill","Ranked Arena",CrossPlay,Open,946,,Win,53.01,7549,6197,349,185,164,1.12,5.00,19,17,9,0,0,21,19,2600,0,6,763
"2023-11-16 04:45:53",eArL694412,962bf51e-de36-405c-b5ec-f61c62b414b4,Argyle,"CTF 3 Captures","Ranked Arena",CrossPlay,Open,955,,Loss,51.36,6453,5472,294,151,143,1.13,6.33,17,15,13,0,0,15,16,2650,0,11,754
"2023-11-16 05:00:19",eArL694412,cbffc9d7-5272-45cb-9819-103cbf6d7699,"Live Fire",Strongholds,"Ranked Arena",CrossPlay,Open,948,,Win,45.85,4284,4909,253,116,137,1.60,6.66,16,10,2,0,0,15,14,2200,0,6,631
"2023-11-16 05:13:01",eArL694412,5597cf72-e3e7-4496-b835-72ce9dea1b47,Aquarius,"CTF 5 Captures","Ranked Arena",CrossPlay,Open,958,,Loss,50.55,6160,5630,273,138,135,0.83,0.00,15,18,9,0,0,15,17,2285,0,12,753
"2023-11-18 21:06:49",eArL694412,6c224c5d-65d5-4302-9d38-278627f88eda,Chasm,"Team Slayer","Team Slayer",CrossPlay,Open,0,,Left,50.6,718,727,83,42,41,0.00,-1.66,0,2,1,0,0,0,2,60,0,0,609
"2023-11-18 21:11:36",eArL694412,ea9cedf3-7569-49de-a50a-0d6c6fdf869e,Streets,Extraction,"Ranked Arena",CrossPlay,Open,951,,Left,40,645,1179,45,18,27,0.00,-5.00,0,5,0,0,0,0,4,0,0,0,187
"2023-11-18 21:15:50",eArL694412,7e9a0e55-a51f-430f-8224-9087e0e9b5b9,Solitude,Slayer,"Ranked Arena",CrossPlay,Open,946,,Loss,43.72,3862,4695,215,94,121,1.10,1.66,11,10,2,0,0,14,14,1200,0,6,614
"2023-11-18 21:23:57",eArL694412,9985e492-fb21-470a-8c0b-86061ac4ed07,Aquarius,Slayer,"Ranked Arena",CrossPlay,Open,939,,Loss,52.66,4566,4072,207,109,98,1.17,3.33,14,12,4,0,0,11,12,1610,0,3,502
"2023-11-18 21:37:07",eArL694412,46f26a6a-9f95-4654-9f9b-bd90e5c68603,Recharge,Extraction,"Ranked Arena",CrossPlay,Open,933,,Win,48.41,3555,2187,157,76,81,2.00,7.33,10,5,7,0,0,11,9,2300,0,6,416
"2023-11-18 21:45:42",eArL694412,0f084596-afb2-4063-af4c-e1b94fdd60b4,Solitude,Slayer,"Ranked Arena",CrossPlay,Open,943,,Win,47.6,4405,3566,208,99,109,2.33,12.00,14,6,12,0,0,12,12,2020,0,7,610
"2023-11-18 21:58:58",eArL694412,4e671ec1-e5f9-4cc8-8bc9-e67cb73ff95a,Recharge,"King of the Hill","Ranked Arena",CrossPlay,Open,953,,Win,46.53,6203,6407,303,141,162,0.74,0.66,14,19,17,0,0,21,19,2860,0,6,754
"2023-11-18 22:13:43",eArL694412,2a75fb59-7de5-4ba3-83f3-d3b44d979f7f,Empyrean,"CTF 3 Captures","Ranked Arena",CrossPlay,Open,961,,Loss,49.75,4628,3076,197,98,99,1.27,5.00,14,11,6,0,0,11,12,1910,0,3,547
"2023-11-18 22:23:35",eArL694412,9d6139a3-ead7-4f2e-98ae-601668252eeb,Recharge,"King of the Hill","Ranked Arena",CrossPlay,Open,954,,Loss,51.85,9535,6998,432,224,208,1.37,13.00,26,19,18,0,0,23,23,3700,0,11,889
"2023-11-18 22:43:47",eArL694412,81b60668-f05c-40df-95dd-f9763b7fe181,Solitude,Strongholds,"Ranked Arena",CrossPlay,Open,948,,Left,50,1547,1795,80,40,40,0.83,-0.33,5,6,2,0,0,6,8,850,0,0,367
"2023-11-18 22:50:59",eArL694412,f233f02d-4878-404b-9e38-1dd402314587,Solitude,Slayer,"Ranked Arena",CrossPlay,Open,941,,Left,50.64,4892,4730,233,118,115,0.40,-7.33,6,15,5,0,0,9,14,860,0,3,549
"2023-11-21 03:15:18",eArL694412,bb283040-742e-4942-93ab-be623ed38233,Aquarius,Slayer,"Ranked Arena",CrossPlay,Open,936,,Win,50.75,3985,3134,201,102,99,1.50,5.66,9,6,8,0,0,11,9,1300,0,3,547
"2023-11-21 03:25:42",eArL694412,8f6cb593-38d9-48a6-a2e8-9a4587871768,Streets,Oddball,"Ranked Arena",CrossPlay,Open,941,,Loss,52.73,6540,5104,275,145,130,1.19,4.66,19,16,5,0,0,14,16,2260,0,12,632
"2023-11-21 03:37:50",eArL694412,4c948d13-6547-49fb-92fe-8ee2a6f1aae8,Recharge,Oddball,"Ranked Arena",CrossPlay,Open,935,,Left,0,0,0,0,0,0,0.00,0.00,0,0,0,0,0,0,0,0,0,0,75
"2023-11-21 03:39:36",eArL694412,7caecbe6-c2cd-47af-b863-1c53d79e821f,"Live Fire",Oddball,"Ranked Arena",CrossPlay,Open,930,,Win,53.75,5740,3644,240,129,111,1.40,7.33,14,10,10,0,0,14,13,2045,0,5,557
"2023-11-21 03:52:03",eArL694412,91bf8454-b513-41ae-9beb-14a2a98513eb,Forbidden,"CTF 3 Captures","Ranked Arena",CrossPlay,Open,940,,Win,54.79,4117,2032,188,103,85,1.40,2.66,7,5,2,0,0,11,9,835,0,1,503
"2023-11-21 04:01:47",eArL694412,627a4d0d-4fcb-4b2a-b19c-8a8635dd847f,"Live Fire",Oddball,"Ranked Arena",CrossPlay,Open,949,,Left,55.68,4350,3776,185,103,82,0.79,-1.00,11,14,6,0,0,11,13,1425,0,7,535
"2023-11-21 04:12:26",eArL694412,12eaef87-2c99-46e1-ad19-26f2629a5da7,Streets,Extraction,"Ranked Arena",CrossPlay,Open,941,,Win,59.45,5048,3936,254,151,103,1.67,9.66,15,9,11,0,0,13,12,2900,0,7,524
"2023-11-21 04:22:25",eArL694412,4a5d6178-0ca3-4fb3-8b84-258897886da1,Forbidden,"CTF 3 Captures","Ranked Arena",CrossPlay,Open,950,,Win,48.59,6427,4457,319,155,164,2.57,11.66,18,7,2,0,0,12,13,1900,0,7,626
"2023-11-21 04:35:49",eArL694412,17feb0f2-8154-46f8-83c4-208373eaba63,Recharge,Slayer,"Ranked Arena",CrossPlay,Open,960,,Loss,37.5,3019,4365,216,81,135,0.33,-6.33,4,12,5,0,0,12,13,650,0,0,581
"2023-11-21 04:52:18",eArL694412,2b25472d-ba45-4706-969f-8c6d006d6f97,Empyrean,"CTF 3 Captures","Ranked Arena",CrossPlay,Open,952,,Win,51.42,6064,5121,317,163,154,0.71,-1.66,12,17,10,0,0,15,15,1750,0,7,724
"2023-11-21 05:05:39",eArL694412,51e77ebf-c7eb-407a-92e5-2416458d9669,Recharge,Slayer,"Ranked Arena",CrossPlay,Open,961,,Loss,47.06,3812,3390,204,96,108,0.64,-2.00,7,11,6,0,0,10,12,1020,0,2,499
"2023-11-21 05:16:56",eArL694412,96d04cf8-8943-4e1e-8250-6b3f108cf46f,Streets,Oddball,"Ranked Arena",CrossPlay,Open,953,,Win,50.6,7287,5759,332,168,164,1.40,10.66,21,15,14,0,0,20,19,2870,0,8,794
"2023-11-21 05:31:52",eArL694412,f61df983-88c4-4ed9-ad7b-30127420e098,Forbidden,"CTF 3 Captures","Ranked Arena",CrossPlay,Open,962,,Left,59.26,1171,671,27,16,11,1.50,2.33,3,2,4,0,0,3,4,500,0,2,336
"2023-11-22 04:14:38",eArL694412,701c4458-665a-43a9-88b7-197b863dc433,Recharge,Strongholds,"Ranked Arena",CrossPlay,Open,947,,Loss,44.49,4965,5017,227,101,126,0.94,0.33,15,16,4,0,0,14,15,2050,0,4,651
"2023-11-22 04:27:27",eArL694412,b7755b93-447f-47ba-acb7-7adbf5fcdce5,Aquarius,"CTF 5 Captures","Ranked Arena",CrossPlay,Open,940,,Win,47.52,8465,7482,423,201,222,0.91,2.00,21,23,12,0,0,20,21,2975,0,6,940
"2023-11-22 04:45:24",eArL694412,0e6e4734-a877-428b-8ff5-4a482b479542,Streets,Extraction,"Ranked Arena",CrossPlay,Open,949,,Win,54.12,3951,3206,170,92,78,1.25,4.33,10,8,7,0,0,10,9,2150,0,7,396
"2023-11-22 04:55:54",eArL694412,7fb62bd6-ec3e-4922-bccc-fd453035c692,"Live Fire","King of the Hill","Ranked Arena",CrossPlay,Open,958,,Win,55.1,3370,2655,147,81,66,1.25,4.00,10,8,6,0,0,12,10,1550,0,3,407
"2023-11-22 05:03:50",eArL694412,0404b7ad-45b6-4504-a2d7-606d42e144fe,Aquarius,Slayer,"Ranked Arena",CrossPlay,Open,966,,Win,45.81,4238,4294,227,104,123,1.33,5.66,12,9,8,0,0,11,11,1610,0,3,496
"2023-11-22 05:13:32",eArL694412,acbc4685-7580-493e-84e8-f390caad81be,Streets,Extraction,"Ranked Arena",CrossPlay,Open,975,,Loss,50.26,9316,6966,392,197,195,1.36,13.66,30,22,17,0,0,21,21,4575,0,23,913
"2023-11-22 05:31:28",eArL694412,a5ef8f91-b033-4905-8736-27384229ace5,"Live Fire",Slayer,"Ranked Arena",CrossPlay,Open,968,,Loss,53.63,5682,4574,248,133,115,0.71,-3.00,12,17,6,0,0,13,16,1510,0,7,655
"2023-11-22 05:43:13",eArL694412,7345ff87-44c3-4b9f-b8be-f4f1095b1fc3,"Live Fire",Extraction,"Ranked Arena",CrossPlay,Open,961,,Left,50.93,2237,2550,108,55,53,0.38,-4.33,3,8,2,0,0,6,8,450,0,1,328
"2023-11-24 01:37:12",eArL694412,8ec53d6c-4e9f-471a-a8b9-3adc0354ce0b,"Live Fire",Oddball,"Ranked Arena",CrossPlay,Open,953,,Loss,49.47,6435,5051,285,141,144,1.20,7.00,18,15,12,0,0,17,17,2570,0,6,697
"2023-11-24 01:51:29",eArL694412,d88e83f7-4e09-47de-a41f-b7ed0f2df949,Solitude,Strongholds,"Ranked Arena",CrossPlay,Open,946,,Loss,53.17,6479,6155,284,151,133,1.00,3.00,18,18,9,0,0,17,18,2925,0,5,764
"2023-11-24 02:05:29",eArL694412,d8e49ede-5300-4942-af2f-ccad343a9316,Aquarius,"CTF 5 Captures","Ranked Arena",CrossPlay,Open,939,,Left,47.81,5209,4167,251,120,131,0.91,1.00,10,11,6,0,0,11,17,1845,0,6,688
"2023-11-24 02:19:04",eArL694412,d9ac6e64-5409-45ae-9d87-d59c057b1d44,Solitude,Slayer,"Ranked Arena",CrossPlay,Open,933,,Left,68.42,589,296,19,13,6,2.00,1.00,2,1,0,0,0,1,2,200,0,1,84
"2023-11-24 02:24:50",eArL694412,12da6832-03c6-4fd6-a45b-f39e3f131072,"Live Fire",Slayer,"Ranked Arena",CrossPlay,Open,928,,Left,64.29,1576,1637,56,36,20,0.57,-2.00,4,7,3,0,0,2,6,550,0,1,354
"2023-11-24 02:29:00",eArL694412,456eb97a-5aee-4151-b070-b77d1c791d36,Streets,Slayer,"Ranked Arena",CrossPlay,Open,923,,Win,38.65,2846,3705,251,97,154,0.67,-1.33,8,12,8,0,0,11,11,1200,0,2,500
"2023-11-24 02:40:13",eArL694412,25f2819f-1712-4b11-83d3-a71f7f10d7ea,Forbidden,"CTF 3 Captures","Ranked Arena",CrossPlay,Open,932,,Win,55.45,4240,3690,202,112,90,1.30,5.00,13,10,6,0,0,13,12,1995,0,4,599
"2023-11-24 02:54:01",eArL694412,21ebd523-0d0b-4ea5-9c44-9b0e21eea79b,Empyrean,"CTF 3 Captures","Ranked Arena",CrossPlay,Open,941,,Loss,47.92,6067,5337,288,138,150,1.27,5.66,14,11,8,0,0,16,16,1825,0,6,773
"2023-11-24 03:07:32",eArL694412,142cf90d-f69b-4a83-982f-542fc130f0ea,"Live Fire",Strongholds,"Ranked Arena",CrossPlay,Open,934,,Win,53.28,5435,4115,244,130,114,1.45,7.66,16,11,8,0,0,15,15,2575,0,5,642
"2023-11-24 03:20:33",eArL694412,d54b2594-64e4-4bf2-9d7f-6151fd2c311b,Recharge,Oddball,"Ranked Arena",CrossPlay,Open,944,,Win,47.17,4031,3621,212,100,112,0.89,1.33,8,9,7,0,0,13,12,1190,0,4,514
"2023-11-24 03:30:50",eArL694412,fbad358c-b4c1-47b5-8c3b-09add6281868,Streets,Extraction,"Ranked Arena",CrossPlay,Open,953,,Loss,57.32,3316,3298,157,90,67,1.18,2.66,13,11,2,0,0,10,11,1725,0,5,459
"2023-11-24 03:39:46",eArL694412,85820faf-57de-4f9b-9f9e-47cc88132a25,Solitude,Slayer,"Ranked Arena",CrossPlay,Open,946,,Loss,44.5,4185,3901,218,97,121,1.22,3.00,11,9,3,0,0,12,13,1250,0,3,552
"2023-11-24 03:50:37",eArL694412,507ee162-d87c-4188-9e61-24af70466727,Solitude,Strongholds,"Ranked Arena",CrossPlay,Open,939,,Win,53,6751,5455,300,159,141,1.19,8.66,19,16,17,0,0,18,17,3300,0,6,758
"2023-11-24 04:04:39",eArL694412,16acb716-1ce5-4769-8895-150e3a47ff36,"Live Fire",Slayer,"Ranked Arena",CrossPlay,Open,948,,Win,53.42,4152,2722,161,86,75,3.00,12.33,15,5,7,0,0,13,9,1850,0,11,652
"2023-11-24 04:17:19",eArL694412,8fe9147c-0ad9-409a-b76d-16e885f7ec03,Solitude,Strongholds,"Ranked Arena",CrossPlay,Open,958,,Loss,54.64,6804,7203,291,159,132,0.78,-0.66,18,23,13,0,0,19,20,3100,0,6,856
"2023-11-24 04:32:57",eArL694412,2f8571f5-df06-4b22-abd8-2734e5977d84,Recharge,Extraction,"Ranked Arena",CrossPlay,Open,951,,Loss,46.71,5775,4649,319,149,170,1.15,6.33,15,13,13,0,0,16,17,2860,0,8,724
"2023-11-24 04:46:04",eArL694412,704ad04a-10a3-4ffd-87a9-7b606b96b446,Aquarius,"CTF 5 Captures","Ranked Arena",CrossPlay,Open,944,,Win,53.23,5538,5201,248,132,116,1.19,5.00,19,16,6,0,0,17,16,2275,0,3,752
"2023-11-24 05:00:01",eArL694412,f88cb318-e1af-4c0b-bca4-5cefe0887ef4,Solitude,Strongholds,"Ranked Arena",CrossPlay,Open,953,,Loss,52.82,6425,6300,301,159,142,1.26,7.00,24,19,6,0,0,18,19,3175,0,6,815
"2023-11-24 05:15:13",eArL694412,ce26bd07-f356-4c17-b0ca-02ba316d43a1,"Live Fire",Strongholds,"Ranked Arena",CrossPlay,Open,947,,Win,53.66,8034,5929,328,176,152,2.27,15.33,25,11,4,0,0,20,17,3375,0,13,781
"2023-11-25 21:50:59",eArL694412,6056174d-3fa0-420e-b240-da3100011599,"Live Fire",Extraction,"Ranked Arena",CrossPlay,Open,957,,Loss,71.11,4074,3776,135,96,39,1.08,2.33,14,13,4,0,0,10,11,1950,0,10,475
"2023-11-25 22:00:16",eArL694412,0b4ea306-c7c2-46a1-9ba9-3fd826066959,Forbidden,"CTF 3 Captures","Ranked Arena",CrossPlay,Open,950,,Win,62.44,5027,5202,205,128,77,1.00,2.33,14,14,7,0,1,16,15,1830,0,5,757
"2023-11-25 22:15:25",eArL694412,66cebbd3-9e7a-406e-8760-67438b2a7217,Empyrean,"CTF 3 Captures","Ranked Arena",CrossPlay,Open,959,,Loss,45.92,5488,6089,294,135,159,0.42,-8.00,8,19,9,0,0,16,16,1445,0,3,778
"2023-11-25 22:30:19",eArL694412,b5f16d75-8f85-4eb6-ab1c-286b6291cb8f,"Live Fire",Strongholds,"Ranked Arena",CrossPlay,Open,952,,Win,54.82,4204,3382,166,91,75,1.44,5.66,13,9,5,0,0,11,11,1900,0,8,495
"2023-11-26 01:45:04",eArL694412,dd5cc123-5278-44a4-bb74-196aa0013c2f,Streets,Extraction,"Ranked Arena",CrossPlay,Open,961,,Win,24.39,347,276,41,10,31,0.00,1.00,0,0,3,0,0,0,0,950,0,4,273
"2023-11-26 01:50:40",eArL694412,a5422d94-1f0b-4971-b1b3-6d58cf4d2f0a,Empyrean,"CTF 3 Captures","Ranked Arena",CrossPlay,Open,966,,Win,44.2,3743,4056,181,80,101,0.73,-0.66,11,15,10,0,0,13,13,1735,0,6,650
"2023-11-26 02:04:20",eArL694412,348e060c-36aa-48da-a69c-cf67388d8b2b,Streets,Oddball,"Ranked Arena",CrossPlay,Open,974,,Win,54.92,8824,6594,366,201,165,1.10,11.00,22,20,27,0,0,17,15,3890,0,10,870
"2023-11-26 02:23:54",eArL694412,927a2ec8-ecbb-43fe-ac64-f190cf24c36e,Solitude,"King of the Hill","Ranked Arena",CrossPlay,Open,982,,Left,58.57,3489,3844,140,82,58,0.57,-4.00,8,14,6,0,0,10,13,1375,0,3,510
"2023-11-26 02:32:22",eArL694412,f31ff6ab-e649-4a54-820e-eec9744daf35,Streets,Extraction,"Ranked Arena",CrossPlay,Open,973,,Win,55.56,4189,2927,189,105,84,2.13,11.33,17,8,7,0,0,11,11,2875,0,11,481
"2023-11-27 02:24:00",eArL694412,4ef8b04a-c56b-437a-858b-b2c6da8dfb46,Streets,Oddball,"Ranked Arena",CrossPlay,Open,982,,Loss,49.28,4950,4107,207,102,105,0.69,0.33,9,13,13,0,0,13,14,2070,0,10,578
"2023-11-27 02:35:28",eArL694412,83efddb7-d84a-4a30-8cf5-a12559c5e893,Recharge,Oddball,"Ranked Arena",CrossPlay,Open,974,,Win,48.31,4155,2804,178,86,92,1.63,6.66,13,8,5,0,0,12,12,1635,0,4,506
"2023-11-27 02:45:16",eArL694412,dfb10369-dcd7-47a2-9856-2f04b8fc2406,"Live Fire","King of the Hill","Ranked Arena",CrossPlay,Open,982,,Win,48.39,4527,6511,217,105,112,0.61,-7.00,14,23,6,0,0,19,20,2125,0,3,747
"2023-11-27 02:59:31",eArL694412,400bacea-4e70-4ef6-9d86-61758aa1e8cd,Solitude,Slayer,"Ranked Arena",CrossPlay,Open,989,,Win,45.61,3644,3745,228,104,124,0.58,-2.00,7,12,9,0,0,11,12,1160,0,5,520
"2023-11-27 04:01:22",eArL694412,97e4aa89-4a5e-43d5-9a9d-71da8038cc25,Streets,Extraction,"Ranked Arena",CrossPlay,Open,996,,Loss,52.34,5292,5499,214,112,102,0.88,1.33,14,16,10,0,0,16,17,2425,0,10,706
"2023-11-27 04:15:07",eArL694412,e3782251-c323-48f0-bb1c-1f2c33fd383d,Streets,Oddball,"Ranked Arena",CrossPlay,Open,987,,Left,59.21,1922,1642,76,45,31,1.20,2.33,6,5,4,0,0,5,6,1280,0,1,574
"2023-11-27 04:21:51",eArL694412,05aab6b5-997a-4d3d-87d3-d350c6645c92,Forbidden,"CTF 3 Captures","Ranked Arena",CrossPlay,Open,972,,Win,53.78,5415,3165,238,128,110,2.00,12.66,18,9,11,0,0,14,13,2580,0,7,643
"2023-11-27 04:35:56",eArL694412,13b9c505-88c9-4179-9c2f-fb3d394dd5a1,"Live Fire",Strongholds,"Ranked Arena",CrossPlay,Open,980,,Loss,50.96,5798,5849,261,133,128,0.69,-2.33,11,16,8,0,0,15,16,1950,0,6,667
"2023-11-27 04:48:31",eArL694412,6613de1b-b4b6-45fe-9274-e5d8c8142d32,Aquarius,Slayer,"Ranked Arena",CrossPlay,Open,972,,Win,52.08,3440,2928,144,75,69,0.88,1.33,7,8,7,0,0,10,10,1070,0,3,437
"2023-11-27 04:59:21",eArL694412,fa5df86f-41fc-45a5-afe2-3fcf47cb884c,Solitude,Strongholds,"Ranked Arena",CrossPlay,Open,980,,Loss,52.19,7000,6719,297,155,142,0.86,1.00,19,22,12,0,0,18,20,3175,0,12,844
"2023-11-27 05:17:15",eArL694412,57b757b6-6776-40ba-8f58-a5b244974e20,Aquarius,Slayer,"Ranked Arena",CrossPlay,Open,972,,Win,48.55,6465,5341,311,151,160,1.00,2.33,14,14,7,0,0,17,16,1760,0,5,735
"2023-11-27 05:30:55",eArL694412,f5a2584e-01ac-4bfd-9ce6-1b2894836908,"Live Fire",Extraction,"Ranked Arena",CrossPlay,Open,980,,Loss,57.71,4489,3104,175,101,74,1.18,3.00,13,11,3,0,0,10,10,1525,0,9,449
"2023-11-27 05:42:48",eArL694412,23b1969f-d352-4f1c-917d-c2188cc17c8c,Streets,Extraction,"Ranked Arena",CrossPlay,Open,972,,Win,59.31,4791,3658,204,121,83,1.67,8.33,15,9,7,0,0,11,11,2750,0,6,477
"2023-11-27 05:52:10",eArL694412,d74be370-3543-40f3-81a8-dfa2adbfa8a6,Recharge,Strongholds,"Ranked Arena",CrossPlay,Open,980,,Left,68.42,453,544,19,13,6,0.00,-1.00,0,1,0,0,0,0,3,0,0,0,363
